lattice parameter, energy
1.7, -1.8309423068993045
1.700266755585195, -1.8343744801428858
1.70053351117039, -1.8378011629996438
1.700800266755585, -1.8412223621679997
1.7010670223407802, -1.8446380843452266
1.7013337779259752, -1.8480483362099962
1.7016005335111704, -1.8514531244286019
1.7018672890963653, -1.8548524556675323
1.7021340446815605, -1.8582463365943767
1.7024008002667554, -1.8616347738789738
1.7026675558519506, -1.8650177741922391
1.7029343114371456, -1.8683953442049797
1.7032010670223408, -1.8717674905670414
1.7034678226075357, -1.875134219898075
1.7037345781927309, -1.878495538815895
1.7040013337779258, -1.8818514539387943
1.704268089363121, -1.8852019718862731
1.704534844948316, -1.888547099276665
1.7048016005335112, -1.8918868427179447
1.705068356118706, -1.895221208815757
1.7053351117039013, -1.8985502041763107
1.7056018672890962, -1.9018738354067972
1.7058686228742914, -1.9051921091148278
1.7061353784594864, -1.9085050319085344
1.7064021340446816, -1.9118126103951854
1.7066688896298765, -1.9151148511783385
1.7069356452150717, -1.9184117608562463
1.7072024008002666, -1.9217033460130644
1.7074691563854618, -1.9249896132278517
1.7077359119706568, -1.928270568985221
1.708002667555852, -1.9315462196860036
1.708269423141047, -1.9348165717294563
1.708536178726242, -1.9380816315165825
1.708802934311437, -1.941341405449032
1.7090696898966322, -1.944595899928915
1.7093364454818272, -1.947845121358501
1.7096032010670223, -1.9510890761364452
1.7098699566522173, -1.9543277706523803
1.7101367122374125, -1.9575612112923508
1.7104034678226074, -1.9607894044441103
1.7106702234078026, -1.9640123564965561
1.7109369789929976, -1.9672300738388584
1.7112037345781927, -1.9704425628604216
1.7114704901633877, -1.9736498299508858
1.7117372457485829, -1.976851881500271
1.7120040013337778, -1.980048723898289
1.712270756918973, -1.9832403635285747
1.712537512504168, -1.9864268067703437
1.7128042680893631, -1.9896080599913084
1.713071023674558, -1.9927841295408184
1.7133377792597533, -1.9959550217664281
1.7136045348449482, -1.9991207430161664
1.7138712904301434, -2.0022812996387014
1.7141380460153384, -2.0054366979833365
1.7144048016005335, -2.008586944401496
1.7146715571857285, -2.011732045246271
1.7149383127709237, -2.01487200686919
1.7152050683561186, -2.0180068356166316
1.7154718239413138, -2.0211365378345354
1.7157385795265088, -2.024261119869598
1.716005335111704, -2.0273805880706774
1.716272090696899, -2.0304949487889647
1.716538846282094, -2.0336042083582644
1.716805601867289, -2.0367083729963245
1.7170723574524842, -2.039807448877223
1.7173391130376792, -2.0429014421756317
1.7176058686228743, -2.0459903590672983
1.7178726242080693, -2.0490742057291165
1.7181393797932645, -2.0521529883383565
1.7184061353784594, -2.055226713073772
1.7186728909636546, -2.0582953861115643
1.7189396465488496, -2.061359013610761
1.7192064021340447, -2.064417601710786
1.7194731577192397, -2.0674711565415107
1.7197399133044349, -2.070519684232976
1.7200066688896298, -2.073563190915009
1.7202734244748248, -2.07660168271277
1.72054018006002, -2.079635165749756
1.720806935645215, -2.0826636461502064
1.72107369123041, -2.0856871300330706
1.721340446815605, -2.088705623495625
1.7216072024008002, -2.0917191326301667
1.7218739579859952, -2.09472766352925
1.7221407135711904, -2.0977312222867965
1.7224074691563853, -2.10072981500657
1.7226742247415805, -2.1037234477970523
1.7229409803267755, -2.1067121267643136
1.7232077359119706, -2.1096958580138967
1.7234744914971656, -2.1126746476522076
1.7237412470823608, -2.115648501786363
1.7240080026675557, -2.118617426523852
1.724274758252751, -2.1215814279730587
1.7245415138379458, -2.124540512243989
1.724808269423141, -2.1274946854368784
1.725075025008336, -2.1304439536371422
1.7253417805935312, -2.133388322927546
1.7256085361787261, -2.136327799338046
1.7258752917639213, -2.139262388798093
1.7261420473491162, -2.142192097223484
1.7264088029343114, -2.145116930531443
1.7266755585195064, -2.1480368946404926
1.7269423141047016, -2.150951995469522
1.7272090696898965, -2.1538622389376627
1.7274758252750917, -2.1567676309645316
1.7277425808602866, -2.159668177469907
1.7280093364454818, -2.1625638843673514
1.7282760920306768, -2.1654547575640137
1.728542847615872, -2.168340802969211
1.728809603201067, -2.1712220264953332
1.729076358786262, -2.1740984340558205
1.729343114371457, -2.176970031564518
1.7296098699566522, -2.1798368249355304
1.7298766255418472, -2.182698820082865
1.7301433811270424, -2.1855560229006903
1.7304101367122373, -2.188408439253461
1.7306768922974325, -2.1912560750091785
1.7309436478826274, -2.1940989360307217
1.7312104034678226, -2.196937028170942
1.7314771590530176, -2.1997703572823104
1.7317439146382128, -2.20259892921455
1.7320106702234077, -2.2054227498070773
1.7322774258086029, -2.208241824897825
1.7325441813937978, -2.211056160327499
1.732810936978993, -2.213865761937967
1.733077692564188, -2.216670635569457
1.7333444481493832, -2.219470787055857
1.733611203734578, -2.222266222229898
1.7338779593197733, -2.2250569469247585
1.7341447149049682, -2.227842966973996
1.7344114704901634, -2.2306242882102953
1.7346782260753584, -2.233400916411897
1.7349449816605536, -2.236172857299705
1.7352117372457485, -2.2389401165919818
1.7354784928309437, -2.2417027000072
1.7357452484161386, -2.244460613262289
1.7360120040013338, -2.247213862071354
1.7362787595865288, -2.2499624521486297
1.736545515171724, -2.252706389209761
1.736812270756919, -2.2554456789712196
1.737079026342114, -2.2581803271439984
1.737345781927309, -2.2609103394203762
1.7376125375125042, -2.2636357214896465
1.7378792930976992, -2.266356479039378
1.7381460486828944, -2.2690726177551683
1.7384128042680893, -2.271784143318121
1.7386795598532845, -2.274491061411122
1.7389463154384794, -2.2771933777136057
1.7392130710236746, -2.279891097856887
1.7394798266088696, -2.2825842274396004
1.7397465821940648, -2.28527277206004
1.7400133377792597, -2.2879567373167697
1.7402800933644547, -2.2906361288088286
1.7405468489496498, -2.293310952136811
1.740813604534845, -2.2959812129010544
1.74108036012004, -2.298646916695896
1.741347115705235, -2.30130806911256
1.74161387129043, -2.3039646757406747
1.741880626875625, -2.3066167421699877
1.7421473824608202, -2.3092642739904967
1.7424141380460152, -2.3119072767930797
1.7426808936312104, -2.3145457561700375
1.7429476492164053, -2.3171797177141578
1.7432144048016005, -2.319809167018347
1.7434811603867955, -2.322434109661126
1.7437479159719906, -2.3250545511591945
1.7440146715571856, -2.327670497005716
1.7442814271423808, -2.3302819526941114
1.7445481827275757, -2.3328889237157684
1.744814938312771, -2.3354914155587174
1.7450816938979659, -2.338089433711012
1.745348449483161, -2.3406829836610026
1.745615205068356, -2.343272070897285
1.7458819606535512, -2.345856700909171
1.7461487162387461, -2.3484368791835246
1.7464154718239413, -2.351012611203995
1.7466822274091363, -2.353583902455619
1.7469489829943314, -2.356150758423908
1.7472157385795264, -2.3587131845945963
1.7474824941647216, -2.361271186453547
1.7477492497499165, -2.3638247694844043
1.7480160053351117, -2.3663739391562
1.7482827609203067, -2.368918700882234
1.7485495165055018, -2.3714590600617456
1.7488162720906968, -2.373995022097419
1.749083027675892, -2.3765265923936836
1.749349783261087, -2.379053776355182
1.749616538846282, -2.3815765793866914
1.749883294431477, -2.384095006883533
1.7501500500166722, -2.386609064223463
1.7504168056018672, -2.3891187567835317
1.7506835611870624, -2.391624089942421
1.7509503167722573, -2.3941250690753084
1.7512170723574525, -2.396621699552712
1.7514838279426475, -2.3991139867377886
1.7517505835278426, -2.4016019359919736
1.7520173391130376, -2.4040855526770217
1.7522840946982328, -2.406564842155174
1.7525508502834277, -2.4090398097662438
1.752817605868623, -2.411510460783724
1.7530843614538179, -2.4139768004695035
1.753351117039013, -2.4164388340857665
1.753617872624208, -2.4188965668949294
1.7538846282094032, -2.421350004160005
1.7541513837945981, -2.423799151142088
1.7544181393797933, -2.426244013100933
1.7546848949649883, -2.4286845952977156
1.7549516505501834, -2.4311209029947425
1.7552184061353784, -2.433552941454925
1.7554851617205736, -2.435980715941444
1.7557519173057685, -2.4384042317177737
1.7560186728909637, -2.440823494047726
1.7562854284761586, -2.4432385081938532
1.7565521840613538, -2.4456492794054063
1.7568189396465488, -2.4480558129242063
1.757085695231744, -2.4504581139686072
1.757352450816939, -2.4528561877111517
1.757619206402134, -2.455250039318377
1.757885961987329, -2.457639673957143
1.7581527175725242, -2.4600250967946073
1.7584194731577192, -2.462406312998457
1.7586862287429144, -2.4647833277377673
1.7589529843281093, -2.4671561461822797
1.7592197399133045, -2.469524773503225
1.7594864954984994, -2.4718892148732583
1.7597532510836946, -2.474249475465561
1.7600200066688896, -2.4766055604535406
1.7602867622540845, -2.4789574750102497
1.7605535178392797, -2.481305224305861
1.760820273424475, -2.4836488135102055
1.7610870290096698, -2.4859882477934194
1.7613537845948648, -2.4883235323247104
1.76162054018006, -2.490654672230824
1.761887295765255, -2.4929816725834977
1.7621540513504501, -2.4953045384505694
1.762420806935645, -2.4976232749003193
1.7626875625208402, -2.4999378870023787
1.7629543181060352, -2.5022483798243083
1.7632210736912304, -2.504554758415584
1.7634878292764253, -2.5068570278173254
1.7637545848616205, -2.509155193067355
1.7640213404468155, -2.5114492592031077
1.7642880960320106, -2.5137392312649958
1.7645548516172056, -2.5160251142982446
1.7648216072024008, -2.5183069133496425
1.7650883627875957, -2.520584633466439
1.765355118372791, -2.5228582796962007
1.7656218739579859, -2.5251278570867486
1.765888629543181, -2.527393370683868
1.766155385128376, -2.529654825497027
1.7664221407135712, -2.5319122265071217
1.7666888962987661, -2.5341655786939663
1.7669556518839613, -2.5364148870257277
1.7672224074691563, -2.538660156464001
1.7674891630543514, -2.5409013919705
1.7677559186395464, -2.543138598507147
1.7680226742247416, -2.545371781036124
1.7682894298099365, -2.5476009445199854
1.7685561853951317, -2.5498260939226967
1.7688229409803267, -2.5520472342095797
1.7690896965655218, -2.5542643703462735
1.7693564521507168, -2.5564775072998547
1.769623207735912, -2.558686650043808
1.769889963321107, -2.5608918035427335
1.770156718906302, -2.5630929727463134
1.770423474491497, -2.5652901625971145
1.7706902300766922, -2.567483377983061
1.7709569856618872, -2.5696726237634633
1.7712237412470824, -2.571857904797656
1.7714904968322773, -2.574039225945257
1.7717572524174725, -2.5762165920661455
1.7720240080026675, -2.5783900080189137
1.7722907635878626, -2.5805594786589086
1.7725575191730576, -2.582725008841894
1.7728242747582528, -2.584886603425253
1.7730910303434477, -2.5870442672655107
1.773357785928643, -2.589198005216048
1.7736245415138379, -2.5913478221300386
1.773891297099033, -2.5934937228608836
1.774158052684228, -2.5956357122623164
1.7744248082694232, -2.597773795188365
1.7746915638546181, -2.5999079764915844
1.7749583194398133, -2.602038261015283
1.7752250750250083, -2.6041646535655962
1.7754918306102034, -2.6062871589364174
1.7757585861953984, -2.6084057819218285
1.7760253417805936, -2.6105205273162015
1.7762920973657885, -2.6126313999123814
1.7765588529509837, -2.6147384044998314
1.7768256085361787, -2.616841545853083
1.7770923641213738, -2.6189408287356972
1.7773591197065688, -2.6210362579124853
1.777625875291764, -2.6231278381492693
1.777892630876959, -2.6252155742122416
1.778159386462154, -2.6272994708679387
1.778426142047349, -2.6293795328832545
1.7786928976325442, -2.631455765026235
1.7789596532177392, -2.6335281720657253
1.7792264088029344, -2.6355967587707694
1.7794931643881293, -2.6376615298856407
1.7797599199733245, -2.6397224900754934
1.7800266755585195, -2.6417796439871783
1.7802934311437144, -2.643832996267203
1.7805601867289096, -2.645882551562826
1.7808269423141048, -2.647928314522791
1.7810936978992997, -2.6499702897962933
1.7813604534844947, -2.6520084820327985
1.7816272090696899, -2.654042895882136
1.781893964654885, -2.656073535994801
1.78216072024008, -2.658100407021807
1.782427475825275, -2.660123513615466
1.7826942314104701, -2.6621428604289945
1.782960986995665, -2.6641584521144672
1.7832277425808603, -2.6661702933241798
1.7834944981660552, -2.6681783887105586
1.7837612537512504, -2.670182742918144
1.7840280093364453, -2.6721833605717635
1.7842947649216405, -2.6741802462792403
1.7845615205068355, -2.676173404646938
1.7848282760920307, -2.6781628402822273
1.7850950316772256, -2.68014855778764
1.7853617872624208, -2.6821305617615154
1.7856285428476157, -2.684108856802096
